year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,debtgdp,revenue,expenditure,xrusd,peg,peg_strict,crisisJST,tloans,tmort,thh,tbus,hpnom,peg_type,peg_base,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1902,Spain,ESP,184,18882.1435,1855.632608,10.00236032,13.25246197,10422.38086,0.06917613655,0.323484659,-88.5,1095.433105,1200.412618,2975,3272,4,4.78,1.279650137,1016,953,7,0,0,0,288,,,,,FLOAT,GBR,0.04383955523,-0.001887492836,0.07750304043,0.03999999911,,,-0.03877224773,0.0368847549,0.03837254643,-0.004287282471,0.03810805827,,,,0.04780000076,0.03794467822,0.02812112309,0.00320601766,0.05875151977
1903,Spain,ESP,184,19093.33162,1837.122869,9.902587831,13.06799284,11152.50488,0.07134908953,0.3337323262,-116.4,1186.236346,1255.875109,3061,3401,3.5,4.45,1.142702405,1028,1014,6.99,0,0,0,291,,,,,FLOAT,GBR,0.0540446043,0.1237365976,0.07441227138,0.03500000015,,,0.0852419287,0.0384946689,0.03547104821,0.01418596786,0.03914765269,,,,0.04450000077,0.03970300034,0.0868730098,0.1147296354,0.0547061339
1904,Spain,ESP,184,19268.11921,1802.036036,9.713460336,12.55132811,11756.9873,0.07323473907,0.3398809299,-53.3,1201.072679,1306.696775,3012,3377,3,4.59,1.074934996,1027,983,7.13,0,0,0,287,85,,,,FLOAT,GBR,-0.001310047694,-0.06027406827,0.05990178138,0.02999999933,,,-0.09586115927,0.035587091,0.03936020657,-0.04208566621,0.03932775557,,,,0.0458999984,0.03767262027,-0.01417747792,-0.05413844809,0.04495089129
1905,Spain,ESP,184,19382.49605,1776.124967,9.573792685,12.17693123,11338.49414,0.06756789884,0.3415888692,56.5,1259.519203,1443.63825,2859,3259,4,4.34,1.104468055,1032,969,6.78,0,0,0,317,88,,,,FLOAT,GBR,-0.05744031072,-0.0391648151,0.06795503944,0.03999999911,,,-0.0798824057,0.0407175906,0.04425259307,-0.09819643199,0.04359477386,,,,0.04340000078,0.03931392357,0.001952774124,-0.04152821377,0.05397751927
1906,Spain,ESP,184,19470.77466,1879.255703,10.12969517,12.99852214,11564.94141,0.06970782141,0.332365968,169.2,1084.245161,1418.105324,2808,3239,4.5,4.17,1.083706444,1097,1002,5.84,0,0,0,345,92,,,,FLOAT,GBR,0.104743436,0.05289111659,0.06826105714,0.04500000179,,,0.007243605796,0.0456475094,0.04531923309,0.06504610181,0.03487800807,,,,0.04170000181,0.03714668751,0.05826126412,0.0595215708,0.05663052946
1907,Spain,ESP,184,19574.64052,1915.349759,10.32425187,13.06005743,12036.39551,0.07726450027,0.346371116,237.2,1068.682039,1491.768179,2795,3242,4.5,4.27,1.036439467,1087,1032,5.77,0,0,0,355,95,,,,FLOAT,GBR,0.07707184553,-0.009022045881,0.06036327779,0.04500000179,,,-0.054509148,0.04548710212,0.04810950905,0.03988144919,0.0359800905,,,,0.04270000011,0.03741502762,0.02573710121,0.003469570307,0.05268163979
1908,Spain,ESP,184,19694.02227,1975.464519,10.64828664,13.94003981,11950.5498,0.07276808227,0.3368066221,134.7,1052.714371,1218.371973,2701,3188,4,4.16,1.036772366,1078,1023,5.85,0,0,0,398,98,,,,FLOAT,GBR,0.04249191657,0.0505782254,0.06476330757,0.03999999911,,,0.001665338757,0.04891288653,0.04883156717,0.0009466533083,0.04073306918,,,,0.04160000011,0.04077162966,0.05071375892,0.0495123826,0.05238165334
1909,Spain,ESP,184,19819.51227,2017.146578,10.87296418,13.80201134,12212.33496,0.07687622882,0.332365968,205,957.9589465,1199.024056,2828,3340,4.5,4.09,1.021180216,1063,1116,5.7,0,0,0,440,98,,,,FLOAT,GBR,0.04845557734,0.08744294941,0.06113197654,0.04500000179,,,0.03971917927,0.04772376642,0.0459006317,0.006812172011,0.04148828983,,,,0.04089999944,0.04177091643,0.06849002093,0.08141884208,0.05306598917
1910,Spain,ESP,184,19938.82344,1912.029527,10.30635493,12.48410966,11687.24316,0.0892962784,0.3354402761,295.5,1059.929908,1335.232877,2877,3427,4,4.18,0.8967036728,1127,1134,5.54,0,0,0,496,96,,,,FLOAT,GBR,0.02423804998,0.03681824356,0.04076983407,0.03999999911,,,-0.007420250215,0.04423849285,0.04456920922,-0.0164587982,0.04150254279,,,,0.04179999977,0.04081946239,0.03715609014,0.03494303301,0.04038491845
1911,Spain,ESP,184,20035.55301,2050.65313,11.05357354,13.57401889,12618.94141,0.08818497444,0.323484659,294.8,1254.787374,1482.158629,2946,3533,4,4.18,0.8257428912,1180,1175,5.61,0,0,0,649,90,,,,FLOAT,GBR,0.02116904035,-0.005446780473,0.05453884974,0.03999999911,,,-0.05136594921,0.04591916874,0.04840556532,-0.01893729158,0.04149645194,,,,0.04179999977,0.04071062058,0.01788029261,-0.00165220385,0.04726942629
1912,Spain,ESP,184,20141.09283,1974.301251,10.64201631,12.09654255,12840.84668,0.1031288855,0.3395393381,369.5,1340.837529,1619.984117,3067,3692,4.5,4.28,0.8060214082,1196,1259,5.52,0,0,0,537,88,,,,FLOAT,GBR,0.05338047072,0.1626499146,0.03584335372,0.04500000179,,,0.1186628416,0.04398707673,0.03932112083,0.009390830062,0.04327978566,,,,0.0428000018,0.04368621856,0.1092062891,0.1489019692,0.04042167962
1913,Spain,ESP,184,20266.84064,2077.542385,11.19851388,13.03370006,13789.12402,0.1069497707,0.3415888692,125.1,1536.939957,1659.691799,3152,3827,4.5,4.4,0.7521872317,1371,1442,5.54,0,0,1,546,92,,,,FLOAT,GBR,0.02753028646,0.05381672829,0.008317871951,0.04500000179,,,0.0138699729,0.03994675726,0.0394002758,-0.01712355576,0.04530165344,,,,0.04399999976,0.0445259288,0.04142008722,0.05040434003,0.02665893734
1914,Spain,ESP,184,20472.19285,2006.25328,10.81424637,12.52231587,13727.52246,0.09541355709,0.3405641029,,1097.751587,1244.497192,3272,3896,4,4.22,0.7653239624,1302,1468,5.42,0,0,0,468,108,,,,FLOAT,HYBRID,-0.07236882299,0.03008855134,-0.007037328556,0.03999999911,,,-0.009931095876,0.04001964629,0.04042107239,-0.1161881909,0.05056240037,,,,0.04219999909,0.04468764737,0.0169008784,0.01717796177,0.01648133621
1915,Spain,ESP,184,20747.34657,2013.300279,10.85223159,11.112799,15115.09082,0.07397107176,0.373015042,,983.197876,1564.223511,3567,4323,4.5,4.47,0.6998965934,1331,2142,5.23,0,0,0,373,119,,,,FLOAT,HYBRID,0.1292514503,0.01626948081,0.01421329472,0.04500000179,,,-0.02524439804,0.04151387885,0.04258901253,0.08271352947,0.04382576793,,,,0.04470000044,0.04745075107,0.03068473563,0.03138945624,0.02960664779
1916,Spain,ESP,184,20982.25748,2083.981123,11.23322041,12.31849315,17441.47656,0.07263358877,0.4399664632,,1323.911865,1846.60376,4046,4892,4.5,4.31,0.6324004614,1388,1617,5.19,0,0,0,442,120,,,,FLOAT,HYBRID,0.09042031318,0.1060623601,0.08720002323,0.04500000179,,,0.06368587911,0.042376481,0.03983928263,0.04373243451,0.0453165099,,,,0.04309999943,0.04729831219,0.08893890679,0.1039451212,0.06610001624
1917,Spain,ESP,184,21150.56133,2041.508388,11.00428091,12.50313853,18982.45508,0.07634373543,0.5127248959,,1264.027222,2306.174805,4998,5965,4.5,4.31,0.5972355532,1365,2332,4.43,0,0,0,584,115,,,,FLOAT,HYBRID,0.1515799463,0.1673961282,0.06025832146,0.04500000179,,,0.1191159636,0.04828015715,0.04314133525,0.1065530106,0.04215608537,,,,0.04309999943,0.04664794356,0.1261809766,0.1654136181,0.05262916163
1918,Spain,ESP,184,21192.70149,2018.065164,10.87791561,13.40266563,23025.66406,0.0762622369,0.7450053309,,1140.231079,1880.246704,6450,7646,4.5,4.12,0.5073033705,1460,1907,4.17,0,0,0,1034,109,,,,FLOAT,HYBRID,0.1326514482,0.3603253961,0.05580171198,0.04500000179,,,0.3157175779,0.04460780695,0.03390378505,0.0775744468,0.05552988872,,,,0.04120000079,0.0598375909,0.2495205849,0.3359561563,0.05040085688
1919,Spain,ESP,184,21235.82355,2048.737251,11.04324643,12.54711188,24822.7207,0.0736948042,0.7607184168,,2042.986572,3656.180908,7238,8706,5,4.16,0.4870537959,1718,3053,4.06,0,0,0,1317,118,,,,FLOAT,HYBRID,0.02146830969,0.1443942189,0.0597910583,0.05000000075,,,0.1021511182,0.04224309325,0.03832785785,-0.01744786464,0.03924318403,,,,0.04160000011,0.03855847567,0.1083946452,0.1311395913,0.05489552766
1920,Spain,ESP,184,21361.20616,2196.912044,11.84194854,14.66751702,29390.01172,0.08196950515,0.7774562699,,3920.834473,3159.596191,8163,9921,6,4.44,0.4442324299,2029,2984,6.37,0,0,1,1688,149,,,,FLOAT,HYBRID,0.06401766092,0.2861201465,0.01023189444,0.05999999866,,,0.2349123955,0.05120774731,0.0414667055,0.01329920162,0.05167560279,,,,0.04439999908,0.05236284807,0.1983812153,0.2648153603,0.03511594608
1921,Spain,ESP,184,21536.01866,2250.175084,12.12905069,14.2981246,27070.71094,0.1072439392,0.6264739843,,2654.892334,2182.207031,7923,9843,6,4.72,0.5106626313,2379,3728,7.38,0,0,0,1646,200,,,,FLOAT,HYBRID,-0.05004399642,-0.2608726025,0.03809772804,0.05999999866,,,-0.3051118553,0.04423926398,0.06366386265,-0.1000891328,0.05910120532,,,,0.04720000178,0.05318581685,-0.143228665,-0.238462016,0.04904886335
1922,Spain,ESP,184,21757.40816,2321.634076,12.51423393,16.46913516,27477.16406,0.1020319394,0.5479085497,,2627.726318,1651.720337,8155,10922,5.5,4.62,0.5719657447,2514,3372,6.45,0,0,0,2084,280,,,,FLOAT,HYBRID,0.2126449049,0.01702919602,0.0957532227,0.03500000015,,,-0.04612682015,0.06315601617,0.06621007621,0.1422488242,0.06051061675,,,,0.04619999975,0.06911817938,0.05022495985,0.04178887233,0.06537660956
1923,Spain,ESP,184,21934.49918,2325.450026,12.53480293,16.4793306,27515.41406,0.104570249,0.5520076131,,3355.698975,1978.235718,8314,11371,5,4.53,0.5897783861,2745,3414,6.96,0,0,0,1988,348,,,,FLOAT,HYBRID,0.1751825362,0.09579435736,0.04235083982,0.03500000015,,,0.02882832848,0.06696602702,0.06508960575,0.1234571263,0.04877451807,,,,0.04529999942,0.05479608104,0.08234607428,0.106564112,0.03867541999
1924,Spain,ESP,184,22099.314,2383.084038,12.8454658,16.21568921,30136.30078,0.1196596635,0.612127255,,3249.030273,2103.300293,8063,11236,5,4.57,0.5731957805,2926,3577,7.51,0,0,1,2001,383,,,,FLOAT,HYBRID,0.09121785313,0.1178212464,0.04810705036,0.03500000015,,,0.04867541045,0.06914583594,0.06593635678,0.04081984982,0.05020427704,,,,0.04569999874,0.05225360766,0.08724594861,0.1139322594,0.04155352712
1925,Spain,ESP,184,22290.77914,2523.03726,13.59985143,17.41191205,31985.90625,0.1082529238,0.6216917493,,3169.257813,2352.4646,8212,11338,5,4.58,0.5658428977,2998,3492,6.97,0,0,0,1919,419,,,,FLOAT,HYBRID,0.051016137,0.1848103851,0.03896767274,0.03500000015,,,0.1197633296,0.06504705548,0.05809000507,-0.001216685632,0.05456098914,,,,0.04580000043,0.05449460447,0.1231089979,0.1684528142,0.03698383644
1926,Spain,ESP,184,22527.92792,2472.443085,13.32713517,16.39685547,31223.07813,0.1297314511,0.569428649,,2286.046875,2099.879883,7933,11233,5,4.71,0.5947203159,3074,3323,6.72,0,0,0,1939,446,,,,FLOAT,HYBRID,0.1769116968,0.05238519609,0.03984303772,0.03500000015,,,-0.006915975828,0.05930117145,0.05971415341,0.1257580668,0.04533969983,,,,0.04710000008,0.05104153231,0.05706305802,0.06733803451,0.03742151707
1927,Spain,ESP,184,22781.14868,2681.730877,14.45525283,19.03964572,33484.84375,0.1297707131,0.5588393899,,2648.29541,2179.85498,8274,11942,5,4.61,0.5727664899,3306,3676,5.86,0,0,0,2126,366,,,,FLOAT,HYBRID,0.3053540885,-0.03848043084,0.06967757642,0.03500000015,,,-0.1009538919,0.06247346103,0.06948860735,0.2635150552,0.03518785164,,,,0.04610000178,0.04446037859,0.02288556471,0.005863827653,0.05233878642
1928,Spain,ESP,184,23030.9666,2646.23205,14.26390457,17.67314436,32702.30078,0.1595949653,0.5728445383,,2991.788086,2116.773438,8601,12740,5.02,4.29,0.6017007978,3625,3792,6.03,0,0,0,2213,330,,,,FLOAT,HYBRID,0.2496404201,-0.04943542182,0.05892150477,0.03500000015,,,-0.1211601645,0.07172474265,0.08161298186,0.2180824876,0.02889762446,,,,0.04289999977,0.03519969061,0.01380464993,-0.007282696199,0.04696075246
1929,Spain,ESP,184,23279.77617,2827.098295,15.23882243,18.98228211,35205.90234,0.1690301481,0.5888992168,,3477.567871,2451.704346,8682,13648,5.5,4.34,0.5705008051,3833,4038,6.82,0,0,0,2679,256,,,,FLOAT,HYBRID,0.02551354095,0.09073588997,0.01251783222,0.03500000015,,,0.0003528954403,0.09038299322,0.09035111219,-0.006592679769,0.03263467178,,,,0.04340000078,0.03241952136,0.05929305777,0.08165408671,0.02375891618
1930,Spain,ESP,184,23583.3961,2657.37372,14.32396118,16.59708,35229.16797,0.1666951585,0.5909487493,,3325.645264,2630.520264,9089,14528,5.73,4.48,0.5891992346,3821,3795,8.68,0,0,0,2803,392,,,,FLOAT,HYBRID,0.004128334578,0.5429118872,0.013179929,0.03500000015,,,0.456194073,0.08671779186,0.05955098569,-0.03042749129,0.03635696322,,,,0.0447999984,0.03525071219,0.32485497,0.480794102,0.02408996411
1931,Spain,ESP,184,23967.30545,2564.91802,13.82560002,17.11326809,34575.91406,0.1179523496,0.5947062178,-516,2642.625488,2586.709229,9037,14161,6.24,5.53,0.6251751581,3779,3853,10.55,0,0,1,2144.012741,481,,,,FLOAT,HYBRID,-0.2420930117,0.01904473081,-0.02272876725,0.03500000015,,,-0.03985175118,0.05889648199,0.06134102866,-0.2720330954,0.04376925901,,,,0.05530000106,0.03186257184,-0.005218279082,-0.0109805055,0.006135616452
1932,Spain,ESP,184,24378.74773,2611.778644,14.07819142,17.86499686,34595.63281,0.1011544355,0.5902655639,-82,2799.814697,2478.155029,8818,14286,6.41,5.03,0.6308020317,4057,4288,12.41,0,0,0,2160.1418,534,,,,FLOAT,HYBRID,-0.09457386285,-0.07589319348,0.09731087834,0.03500000015,,,-0.137650162,0.0617569685,0.07161474973,-0.1222247332,0.03247876465,,,,0.05029999837,0.0285090562,-0.02509470843,-0.07852242887,0.06615544111
1933,Spain,ESP,184,24792.06668,2499.686844,13.47398638,17.00788914,33015.21875,0.1196114901,0.5639632298,-105,2064.884033,1647.511841,8747,14593,6,4.83,0.6758398096,4084,4448,7.39,0,0,0,2336.409371,455,,,,FLOAT,HYBRID,0.1209597215,0.0622827895,0.1116175279,0.03599999845,,,-0.008850644343,0.07113343477,0.07176863402,0.09156097472,0.02594508231,,,,0.04830000177,0.02832063846,0.07205548137,0.07097713649,0.07380875945
1934,Spain,ESP,184,25177.00071,2562.137334,13.81061137,17.83193577,36379.6875,0.1090170202,0.5755772429,531,2112.014404,1588.192749,8838,15045,5.91,4.58,0.6307088844,4085,4654,7.35,0,0,0,2336.409371,350,,,,FLOAT,HYBRID,-0.01797538809,0.37217924,0.07807275653,0.03599999845,,,0.2996726632,0.07250657678,0.05578833446,-0.06384065747,0.04881724715,,,,0.04580000043,0.04570072144,0.2353916168,0.3258320093,0.05703637749
1935,Spain,ESP,184,25542.523,2578.738289,13.900095,17.87577764,37597.12891,0.1107906319,0.5885576248,,1998.092163,1489.796387,9057,15617,5.27,4.19,0.6585609061,4335,4655,7.3109,0,0,0,2076.040279,309,,,,FLOAT,HYBRID,0.5931804776,-0.05788921937,0.1334275305,0.03599999845,,,-0.1116643846,0.05377516523,0.06053474173,0.56371665,0.02199394256,,,,0.04190000147,0.03439229354,0.057494279,0.03919214383,0.08471376449
1936,Spain,ESP,184,25874.73526,1947.876893,10.49958189,10.54204123,30517.25977,0.1160087702,0.5994884648,,1616.166757,1551.828663,,,5,4.307557546,,,,8.121,0,0,0,,,,,,FLOAT,HYBRID,-0.06590405107,0.04530797899,-0.04754848778,,,,-0.02776936255,0.0730773434,0.07516461611,-0.0723997578,0.007289068773,,,,0.04307557642,0.006761341821,,0.02616281807,
1937,Spain,ESP,184,26046.89042,1797.31445,9.688009712,9.2501761,31983.2793,0.0900318993,0.673271663,,1524.160866,1669.386406,,,5,,,,,16.5218,0,0,0,,,,,,FLOAT,HYBRID,0.08781150728,0.3647392392,,,1,,0.2895363867,0.07520284504,0.05831773579,0.08781150728,0,1,1,1,,0,,0.3220817447,
1938,Spain,ESP,184,26122.96207,1785.401268,9.623794448,10.16285375,36283.21875,0.07943168243,0.7409062573,,1622.393948,1234.223607,,,5,,,,,17.8571,0,0,0,,,,,,FLOAT,HYBRID,0.08781150728,0.4645159543,,,1,,0.4061685801,0.05834737048,0.04149386659,0.08781150728,0,1,1,1,,0,,0.4131097198,
1939,Spain,ESP,184,25929.38581,1954.155957,10.53342775,11.78165678,41826.02734,0.07181514426,0.83894227,,1569.071801,1214.267109,,,4,,,,,9.4072,0,0,0,,,,,,FLOAT,HYBRID,0.08781150728,-0.07395818084,,0.02999999933,,,-0.1154731214,0.04151494056,0.04693463072,0.08781150728,0,1,1,1,,0,,-0.05464280397,
1940,Spain,ESP,184,25699.59269,2147.842192,11.5774488,14.55363475,52061.57031,0.08116885078,0.9977810884,-166,1412.34703,1179.134852,,,4,4.488330341,0.7175734424,5612,6242,10.7277,1,1,0,,,,,,PEG,USA,0.09783615172,0.190117985,,0.02999999933,,,0.1429277062,0.04719028622,0.04128894955,0.08781150728,0.007800253108,1,1,1,0.04488330334,0.008485205472,,0.1806287766,
1941,Spain,ESP,184,25659.86901,2161.635838,11.65180027,13.88131394,57531.89453,0.1138792324,1.195561041,908,933.6497477,1674.651333,27759,35599,4,4.426247649,0.6993859059,7047,6316,10.9529,1,1,0,,,,,,PEG,USA,0.3014000058,0.1851409972,0.04722337797,0.02999999933,,,0.1436333358,0.04150766134,0.03629455343,0.2829000056,0.02373363078,,,,0.04426247627,0.03044787422,0.1433517337,0.2034102231,0.03861168772
1942,Spain,ESP,184,25633.09798,2298.481161,12.38943348,14.37039271,69327.57813,0.1205868905,1.364305945,1233,830.5858611,1995.313502,29791,38348,4,4.414523783,0.610290939,8474,7781,10.95,1,1,0,,,,,,PEG,USA,0.1356231719,0.1004432365,0.04443301633,0.02999999933,,,0.06389921159,0.03654402494,0.03434914351,0.1090498045,0.02947119251,,,,0.04414523765,0.03268501908,0.08132764697,0.1070009395,0.0372165069
1943,Spain,ESP,184,25795.52503,2405.311388,12.96527722,13.9918138,74628.58594,0.1170628029,1.56208591,211,2102.233539,2243.87917,30940,41081,3.2,4.419889503,0.6602696553,10332,9593,10.95,1,1,0,,,,,,PEG,USA,-0.07233235985,0.1865019202,0.03980728984,0.02999999933,,,0.1519818008,0.03452011198,0.02996584773,-0.0969215557,0.02220597304,,,,0.04419889674,0.020053735,0.1024187729,0.143335551,0.03490364552
1944,Spain,ESP,184,26038.58277,2489.573671,13.41947365,15.17330182,86190.39844,0.1013681012,1.681983603,1451,2022.174758,3342.189935,34772,46936,3.2,4.358722894,0.6512325443,10942,10057,10.95,1,1,0,,,,,,PEG,USA,0.01976659335,-0.09249283373,0.0876884684,0.02999999933,,,-0.1226040795,0.03011124395,0.03431887925,-0.009806210175,0.0292828083,,,,0.04358723015,0.02899565548,-0.01693833806,-0.07119131833,0.05884423479
1945,Spain,ESP,184,26293.76795,2273.963046,12.25727422,13.29802561,85515.42969,0.1101253315,1.82989158,530,2206.232847,2609.967042,38007,52677,3.2,4.349244319,0.6958859481,10112,11026,10.95,1,1,0,,,,,,PEG,USA,0.1719476581,0.2985364795,0.06095123291,0.02999999933,,,0.2640551925,0.03448129445,0.02727831528,0.1388037354,0.03774441034,,,,0.04349244386,0.04298347607,0.1858835965,0.2735909522,0.04547561705
1946,Spain,ESP,184,26557.6382,2352.142101,12.67868042,15.87356757,108187.5156,0.1089544994,2.1789954,-163,3277.223126,2865.483346,47431,64855,3.2,4.40868511,0.6119930676,10393,11805,29,1,1,0,31082.08968,3558,1940.989785,29141.0999,,PEG,USA,0.3594751358,-0.05815884098,0.01680427976,0.02999999933,,,-0.08581515402,0.02765631303,0.03025243059,0.3234177828,0.04771894962,,,,0.04408685118,0.06315210462,0.03735303879,0.04569696635,0.02340213954
1947,Spain,ESP,184,26837.63904,2379.863809,12.8281079,15.65249031,125709.3438,0.1269079075,2.623060936,-102,4037.427587,3996.038325,53757,75052,3.6,4.376367615,0.5510805079,12573,14526,41.5,0,0,0,42505.54447,4640,2314.978838,40190.56563,,FLOAT,USA,0.4366329908,0.1937805563,-0.002497545676,0.02999999933,,,0.1626156569,0.03116489574,0.02680584602,0.4146544933,0.03109197319,,,,0.0437636748,0.04398439825,0.183077693,0.2530546486,0.01375122648
1948,Spain,ESP,184,27249.3609,2356.0209,12.69958819,14.38552502,135688.9688,0.1639729343,2.813467201,-254,4446.991665,4070.048091,55158,80395,3.6,4.540295119,0.5560951883,13455,15552,37.5,0,0,0,46444.30998,5944,2923.54884,43520.76114,,FLOAT,USA,-0.2906784117,0.07423478365,0.02536192723,0.02999999933,,,0.04699624702,0.02723854035,0.02601589076,-0.3059426248,0.0105942348,,,,0.04540295154,0.007353006862,0.02197754756,0.01982675865,0.02768096328
1949,Spain,ESP,184,27709.705,2326.710211,12.54159567,14.17515117,145457.2656,0.1539706276,2.965630401,-1006,6277.222396,5221.543128,59785,88740,3.2,4.62641684,0.5387835468,15901,16958,47.75,0,0,0,51499.08369,7288,2749.288707,48749.79498,,FLOAT,USA,-0.1040574461,-0.01730317995,0.02985595912,0.02999999933,,,-0.04380586743,0.02650268748,0.02771684714,-0.1322568655,0.02446985058,,,,0.04626416788,0.02123354562,-0.01310114097,-0.02709366195,0.02992798015
1950,Spain,ESP,184,28000.27681,2346.199047,12.64664575,14.77478716,179484.0156,0.1480116679,3.287347002,-1138,8001.185216,6941.038919,67601,101897,3.2,4.776119403,0.4622194736,17158,18735,51.45,0,0,0,63878.51063,8076,2823.014148,61055.49649,,FLOAT,USA,0.06613561511,-0.03354931995,0.02527618222,0.02999999933,,,-0.0618063584,0.02825703844,0.03011855669,0.02895268425,0.03825947642,,,,0.04776119441,0.03936719149,-0.01189165935,-0.02332836576,0.02763809077
1951,Spain,ESP,184,28155.69189,2567.644921,13.84029875,16.79772883,228459.0313,0.1133035734,3.597263099,-3144,17273.04144,14047.0898,78758,119658,3.2,4.753416518,0.3996165614,19321,20667,52,1,0,0,72917.49514,9020,3514.692828,69402.80231,,PEG,USA,0.1954616755,0.168051213,0.03409356996,0.02999999933,,,0.1334601641,0.03459105268,0.03051810339,0.1541939378,0.04763097316,,,,0.04753416404,0.05497537926,0.141313225,0.1709549278,0.03204678372
1952,Spain,ESP,184,28341.54079,2780.220457,14.98613823,17.61805354,251201.4375,0.1282622832,3.525839599,-3791,19670.82585,15824.86044,87593,137075,3.2,4.751158095,0.389038282,23561,22389,47.7,1,0,0,87140.00702,10956,2785.481197,84354.52583,,PEG,USA,0.09629630297,0.04044348747,0.04602577165,0.02999999933,,,0.007759076543,0.03268441185,0.03243276477,0.05427275598,0.04430428147,,,,0.04751158133,0.04670879617,0.04467908293,0.04636982083,0.03801288456
1953,Spain,ESP,184,28570.96107,2754.732358,14.8487505,16.95084439,271524.5625,0.1359256201,3.582978401,-2643,23493.83039,20585.60874,94002,152015,3.2,4.785833932,0.402998476,26744,24751,43.25,1,0,0,99319.15048,11563,3651.420009,95667.73047,,PEG,USA,0.04131475464,0.2649667859,0.05204989761,0.02999999933,,,0.2246495038,0.04031726718,0.03292147443,-0.002102175495,0.04332565889,,,,0.0478583388,0.04323457927,0.2058043629,0.243962124,0.0410249494
1954,Spain,ESP,184,28800.58073,2931.197081,15.79994296,17.62721469,314088.1563,0.168029358,3.627074701,-1040,24691.7616,22508.73172,105830,176774,3,4.818696543,0.3538093824,29190,28123,44,1,0,0,111298.0104,12868,4640.681377,106657.3291,,PEG,USA,0.260425806,0.2155384421,0.05241726711,0.02999999933,,,0.1804903746,0.03504806757,0.02968941256,0.2063002139,0.06529171765,,,,0.04818696529,0.07876141369,0.1900584102,0.2203205228,0.04120863229
1955,Spain,ESP,184,29027.26842,3009.004177,16.2193442,18.13080152,339288.2188,0.2003232088,3.7730272,-6757,32865.54232,23968.52407,121382,205704,3,4.84437447,0.3509579564,32376,31364,43.85,1,0,0,134068.3354,16334,6491.860171,127576.4753,,PEG,USA,0.3771449924,0.06623952091,0.04316599667,0.02999999933,,,0.03655010462,0.02968941256,0.0286425259,0.3272956014,0.06616488099,,,,0.04844374582,0.08782035857,0.09711604565,0.1088722497,0.03658299893
1956,Spain,ESP,184,29255.0781,3230.92862,17.41557681,19.50672458,419793.7188,0.2296570659,3.994129699,-8687,37687.19273,26855.88203,143655,241081,3.4,4.866772113,0.3432483781,38046,39721,50.5,1,0,0,163350.2581,18642,6820.273498,156529.9846,,PEG,USA,0.4941006899,0.05645463243,0.009478663094,0.02999999933,,,0.02718135901,0.02927327342,0.02849864215,0.4489015341,0.06548914313,,,,0.04866772145,0.09488731623,0.1198027655,0.1407652944,0.01973933168
1957,Spain,ESP,184,29499.41428,3318.773649,17.88908521,20.92776068,489885.3438,0.2171976338,4.4245343,-11240,43717.94785,30511.75538,167557,276123,4,4.99001996,0.3296679842,44987,41836,60,1,0,0,183416.756,20203,8196.928545,175219.8274,,PEG,USA,0.09216836095,0.1400730908,0.01388872974,0.02999999933,,,0.1060683876,0.03400470689,0.03074376471,0.06470551342,0.02923984826,,,,0.04990020022,0.0311318282,0.1105426177,0.1300503016,0.02194436453
1958,Spain,ESP,184,29786.41682,3505.565462,18.89594347,22.60498258,581873.9379,0.2087417747,5.015964902,-9289,49448.51815,37036.1729,192182,316412,4,5.000625078,0.300156438,55669,58618,59.6,1,0,0,216730.5759,22049,10361.77558,206368.8003,,PEG,USA,-0.1181678325,0.07716593891,0.05576278642,0.02999999933,,,0.03997163102,0.03719430789,0.03576473147,-0.1499295831,0.02699973434,,,,0.05000625178,0.02295167558,0.04165583476,0.04137948528,0.04288139194
1959,Spain,ESP,184,30100.21209,3444.626258,18.56746472,22.88628167,610521.1667,0.1885682335,5.382287701,-1631,44540.8305,31680.43216,201593,337650,5,5.001250313,0.2938740679,61496,72745,60.75,1,0,0,230407.0769,22477,11998.48036,218408.5965,,PEG,USA,-0.0538770631,0.495241642,0.04792387784,0.02999999933,,,0.4530082047,0.04223344848,0.02906621434,-0.08899155259,0.03198960051,,,,0.05001250282,0.02914279699,0.336127162,0.401117295,0.03896193951
1960,Spain,ESP,184,30436.64723,3412.076506,18.39201278,21.88915115,635251.824,0.1896125926,5.447371899,23695,46160.42227,50079.7509,205548,391375,4.6,4.900159255,0.3002771065,70342,75225,61.5,1,1,0,255192.1584,24060,12116.44107,243075.7173,,PEG,USA,0.02200866677,-0.2019306421,0.08568171412,0.02999999933,,,-0.2313524634,0.02942181379,0.03827738017,-0.02543284371,0.04623493552,,,,0.04900159314,0.04505905136,-0.1219211221,-0.1624619663,0.05784085765
