year,country,iso,ifs,pop,rgdpmad,rgdppc,rconpc,gdp,iy,cpi,ca,imports,exports,narrowm,money,stir,ltrate,debtgdp,revenue,expenditure,xrusd,peg,peg_strict,crisisJST,tloans,tmort,thh,tbus,hpnom,peg_type,peg_base,eq_tr,housing_tr,bond_tr,bill_rate,rent_ipolated,housing_capgain_ipolated,housing_capgain,housing_rent_rtn,housing_rent_yd,eq_capgain,eq_dp,eq_capgain_interp,eq_tr_interp,eq_dp_interp,bond_rate,eq_div_rtn,capital_tr,risky_tr,safe_tr
1870,Australia,AUS,193,1775,3273.239437,13.83615656,21.44973425,208.78,0.1092656,2.708333,-6.147594,36,37,23.3,54.3,4.88,4.911817,0.172568,,,0.3669461471,1,1,0,54.792,1.68,1.68,53.112,0.4922526136,PEG,GBR,-0.004903895315,,,0.04879999906,,,,,,-0.07004543394,0.07141703367,,,,0.04911816865,0.06641459465,,,
1871,Australia,AUS,193,1675,3298.507463,13.93686449,19.93080128,211.56,0.1045791,2.666667,5.260774,34,46,27.2,59.5,4.6,4.844633,0.191799,,,0.3691464496,1,1,0,53.748,1.766,1.766,51.982,0.4698774948,PEG,GBR,0.1101929694,,,0.04600000009,,,-0.04545630142,,,0.04165362939,0.06546638161,,,,0.04844633117,0.06819329411,,,
1872,Australia,AUS,193,1722,3553.426249,15.04424689,21.08500566,227.4,0.130438,2.541667,7.867636,38,53,36.2,68.5,4.6,4.73735,0.15492,,,0.3692388093,1,1,0,55.822,1.47,1.47,54.352,0.4847942407,PEG,GBR,0.1767493039,,,0.04600000009,,,0.03174660727,,,0.108945474,0.06299734861,,,,0.04737349972,0.06986062229,,,
1873,Australia,AUS,193,1769,3823.629169,16.21944267,23.2549099,266.54,0.1249862,2.541667,-11.0478328,49,50,38.6,73.7,4.4,4.671958,0.142692,,,0.3624047758,1,1,0,65.38,1.364,1.364,64.016,0.4698774948,PEG,GBR,0.151685819,,,0.04399999976,,,-0.03076977096,,,0.08308646828,0.06448418647,,,,0.04671958089,0.06984195113,,,
1874,Australia,AUS,193,1822,3834.796926,16.26822782,23.45804987,287.58,0.1419599,2.666667,-5.5639588,49,54,37.9,79.3,4.5,4.653317,0.194322,,,0.3722234551,1,1,0,71.478,1.434,1.434,70.044,0.566836343,PEG,GBR,0.1914813966,,,0.04500000179,,,0.2063497454,,,0.1193888634,0.06350295991,,,,0.04653317109,0.07108450681,,,
1875,Australia,AUS,193,1874,4138.207044,17.59210697,25.66950547,300.74,0.160564,2.75,-7.9087368,50,52,37.5,88.5,4.6,4.507325,0.233687,,,0.3609256158,1,1,0,79.954,1.564,1.564,78.39,0.566836343,PEG,GBR,0.1244078726,,,0.04600000009,,,0,,,0.05705872923,0.06364297867,,,,0.04507324845,0.0672743693,,,
1876,Australia,AUS,193,1929,4007.257646,17.01903329,24.80616059,311.26,0.1678778,2.791667,-6.9521128,48,51,38.2,95.8,4.6,4.565908,0.158506,,,0.372021708,1,1,0,86.206,1.86,1.86,84.346,0.5220861054,PEG,GBR,0.1188145652,,,0.04600000009,,,-0.07894700021,,,0.05410354957,0.06022258103,,,,0.04565908015,0.06348083913,,,
1877,Australia,AUS,193,1995,4036.090226,17.14565201,25.21705735,313.66,0.2099336,2.875,-14.6247988,52,51,40.2,105.7,4.5,4.38885,0.176092,,,0.3999106798,1,1,0,101.036,2.42,2.42,98.616,0.5220861054,PEG,GBR,0.1365913749,,,0.04500000179,,,0,,,0.07444196939,0.05730547011,,,,0.04388850182,0.06157140061,,,
1878,Australia,AUS,193,2062,4277.400582,18.2052614,26.56055125,324.3,0.181141,2.833333,-16.3359228,52,50,38.7,106.2,4.8,4.4428,0.172852,,,0.4125728812,1,1,0,106.648,2.754,2.754,103.894,0.5892114618,PEG,GBR,-0.07893735915,,,0.04800000042,,,0.1285707653,,,-0.132736519,0.06448046863,,,,0.04442799836,0.05592155457,,,
1879,Australia,AUS,193,2127,4204.983545,17.887247,26.5189999,334.44,0.1615086,2.75,-12.3326728,48,44,37.2,108.3,4.9,4.60335,0.208934,,,0.4150882566,1,1,0,102.726,2.9,2.9,99.826,0.6041282076,PEG,GBR,0.1241358593,,,0.04899999872,,,0.02531690709,,,0.06007049978,0.06041678786,,,,0.04603350163,0.06404605508,,,
1880,Australia,AUS,193,2197,4285.389167,18.24058509,25.66950547,344.32,0.1764724,2.666667,0.7857892,46,59,44.6,114.8,4.7,4.409408,0.222212,,,0.412522539,1,1,0,94.008,2.996,2.996,91.012,0.5742947159,PEG,GBR,0.114237383,,,0.04699999839,,,-0.04938191921,,,0.05414980277,0.05684576184,,,,0.04409407824,0.05992394686,,,
1881,Australia,AUS,193,2269,4454.825914,18.98541893,27.78862472,362.82,0.2123455,2.625,-20.8488468,58,54,57.3,134,4.7,3.7815,0.232202,,,0.4158748782,1,1,0,115.8,3.834,3.834,111.966,0.5742947159,PEG,GBR,0.07269452512,,,0.04699999839,,,0,,,0.02000194602,0.05190045014,,,,0.03781500086,0.05293856189,,,
1882,Australia,AUS,193,2348,4062.606474,17.25567163,26.85141076,382.32,0.1805267,2.666667,-30.3118248,72,57,55.6,149.3,4.5,3.8220916,0.23255,,,0.4124365263,1,1,0,144.204,4.328,4.328,139.876,0.5989073466,PEG,GBR,0.09030421078,,,0.04500000179,,,0.04285602272,,,0.037006706,0.0507860072,,,,0.03822091594,0.05266543105,,,
1883,Australia,AUS,193,2447,4475.275848,19.08238194,28.61503506,412.1,0.187123,2.958333,-26.8269116,71,63,52.4,155.9,4.7,4.016817,0.24091,,,0.4131763214,1,1,0,156.068,4.946,4.946,151.122,0.6235199773,PEG,GBR,0.2871649861,,,0.04699999839,,,0.04109653085,,,0.2189999968,0.0559187904,,,,0.04016816989,0.06816500425,,,
1884,Australia,AUS,193,2556,4303.599374,18.31771016,28.03793286,430.46,0.2035062,3,-32.1199336,74,55,56.6,171.9,4.9,3.996425,0.293268,,,0.4137967507,1,1,0,166.832,5.052,5.052,161.78,0.6563368182,PEG,GBR,0.04399999976,,,0.04899999872,,,0.05263183266,,,-0.01700000092,0.06205492839,,,,0.03996425122,0.06099999323,,,
1885,Australia,AUS,193,2650,4422.264151,18.84139141,28.85049275,441.62,0.1862147,3,-48.4419816,80,53,61.8,182.9,4.8,4.03225,0.312289,,,0.4130946605,1,1,0,184.046,5.428,5.428,178.618,0.6891536591,PEG,GBR,0.1130000055,,,0.04800000042,,,0.05000022799,,,0.04699999839,0.06303724647,,,,0.04032250121,0.06599999964,,,
1886,Australia,AUS,193,2741,4329.44181,18.43228441,28.56425006,452.9,0.2182139,3,-44.0124736,68,42,58.5,186.3,4.7,4.01905,0.342074,,,0.4121250083,1,1,0,191.218,5.9,5.9,185.318,0.7301747102,PEG,GBR,0.02900000103,,,0.04699999839,,,0.05952370539,,,-0.03599999845,0.06742738932,,,,0.04019049928,0.06500000507,,,
1887,Australia,AUS,193,2835,4631.746032,19.76355218,30.286323,472.52,0.2019936,2.916667,-30.0829576,59,48,66.3,199.7,4.6,3.5752833,0.325023,,,0.4144716821,1,1,0,198.792,5.958,5.958,192.834,0.7793999716,PEG,GBR,0.2820000052,,,0.04600000009,,,0.06741534919,,,0.2060000002,0.06301824003,,,,0.03575283289,0.07599999756,,,
1888,Australia,AUS,193,2932,4503.751705,19.19867683,28.91512819,503.06,0.210911,2.791667,-43.7032436,74,58,75.3,218.6,4.6,3.3496417,0.328934,,,0.4129029645,1,1,0,230.834,6.888,6.888,223.946,0.8532378636,PEG,GBR,0.2619999945,,,0.04600000009,,,0.09473697841,,,0.1949999928,0.0560669452,,,,0.03349641711,0.06700000167,,,
1889,Australia,AUS,193,3022,4746.856386,20.2667882,30.12935121,535.74,0.1861224,2.791667,-41.2276556,73,59,71.7,227.5,4.5,3.4856584,0.321197,,,0.4117739386,1,1,0,247.648,8.418,8.418,239.23,0.9434841761,PEG,GBR,-0.01099999994,,,0.04500000179,,,0.1057688445,,,-0.0680000037,0.06115879864,,,,0.03485658392,0.05700000003,,,
1890,Australia,AUS,193,3107,4457.676215,18.99736218,27.97791424,552.72,0.1699273,2.791667,-43.1893216,72,56,74,236.5,4.3,3.55445,0.346874,,,0.4127704267,1,1,0,259.628,9.51,9.51,250.118,0.8204210227,PEG,GBR,0.0139999995,,,0.04300000146,,,-0.1304346472,,,-0.04800000042,0.06512605399,,,,0.03554449975,0.06200000271,,,
1891,Australia,AUS,193,3196,4666.458073,19.91264041,28.50884825,540.3,0.1954487,2.75,-27.7307896,75,79,69.5,238.7,4.3,3.5774917,0.373381,,,0.413350539,1,1,0,264.274,9.8,9.8,254.474,0.8122168125,PEG,GBR,-0.1039999947,,,0.04300000146,,,-0.009999743663,,,-0.1589999944,0.06539833546,,,,0.03577491641,0.0549999997,,,
1892,Australia,AUS,193,3274,3995.418448,16.9793574,23.83201209,495.7,0.1367057,2.708333,-14.7066856,60,69,67.1,240.6,4.3,3.652375,0.440705,,,0.4123145092,1,1,0,261.668,9.906,9.906,251.762,0.6645410284,PEG,GBR,0.06300000101,,,0.04300000146,,,-0.1818184108,,,-0.00699999975,0.07049345225,,,,0.03652374819,0.0700000003,,,
1893,Australia,AUS,193,3334,3707.858428,15.73493124,20.78491252,431.1,0.1115229,2.625,3.633608,48,72,60.5,217.8,4.2,3.72025,0.517097,,,0.4131714963,1,1,1,235.184,9.802,9.802,225.382,0.541477875,PEG,GBR,-0.04900000244,,,0.04199999943,,,-0.1851849556,,,-0.1130000055,0.0721533224,,,,0.03720249981,0.06399999559,,,
1894,Australia,AUS,193,3395,3765.537555,15.98412012,20.78029571,401.2,0.1194606,2.458333,-0.183372,46,69,65,216.6,3.9,3.573975,0.548581,,,0.4124115767,1,1,0,223.326,9.632,9.632,213.694,0.4676399829,PEG,GBR,0.1060000062,,,0.0390000008,,,-0.1363638043,,,0.02900000103,0.07482992858,,,,0.03573974967,0.07699999958,,,
1895,Australia,AUS,193,3460,3487.283237,14.78038199,19.2521291,385.62,0.110825,2.291667,-12.07745,59,73,74.4,222.3,3.6,3.0679083,0.600855,,,0.4110428471,1,1,0,207.882,9.262,9.262,198.62,0.4102105114,PEG,GBR,0.201000005,,,0.03599999845,,,-0.1228060052,,,0.126000002,0.06660746038,,,,0.0306790825,0.07500000298,,,
1896,Australia,AUS,193,3523,3684.927619,15.63331238,21.6482574,400.82,0.129618,2.291667,-15.21394,64,76,81,226.4,3.3,2.6616667,0.53442,,,0.4130498689,1,1,0,205.668,9.114,9.114,196.554,0.4676399829,PEG,GBR,0.01700000092,,,0.03299999982,,,0.1399986893,,,-0.03700000048,0.05607476085,,,,0.02661666647,0.05399999395,,,
1897,Australia,AUS,193,3586,3419.966537,14.48908809,18.11177517,417.8,0.1004498,2.291667,-12.21109,63,82,80.2,222.5,3.1,2.5364,0.581306,,,0.4129649029,1,1,0,196.532,8.898,8.898,187.634,0.5332736648,PEG,GBR,0.08500000089,,,0.03099999949,,,0.1403515488,,,0.02999999933,0.05339805782,,,,0.02536400035,0.0549999997,,,
1898,Australia,AUS,193,3642,3891.268534,16.51701184,22.02221962,441.24,0.1270017,2.25,-23.801458,83,88,79.2,219.7,3,2.6442333,0.510976,,,0.416281522,1,1,0,183.974,9.364,9.364,174.61,0.5086610341,PEG,GBR,0.1550000012,,,0.02999999933,,,-0.04615451023,,,0.09699999541,0.05287146941,,,,0.02644233219,0.05800000206,,,
1899,Australia,AUS,193,3691,3839.609862,16.2948471,22.36848094,477.6,0.1274656,2.375,10.528426,69,104,88.5,233.2,3.1,2.6498583,0.514194,,,0.4155174734,1,1,0,178.988,9.972,9.972,169.016,0.4922526136,PEG,GBR,0.1210000068,,,0.03099999949,,,-0.03225724027,,,0.06700000167,0.05060918629,,,,0.02649858221,0.0540000014,,,
1900,Australia,AUS,193,3741,4013.36541,17.0422113,23.90588117,492.42,0.1210629,2.416667,-14.26250442,85,98,89.8,243.2,3.1,2.9320333,0.509085,,,0.4155043642,1,1,0,181.37,10.084,10.084,171.286,0.5578862954,PEG,GBR,0.1220000014,,0.01996787265,0.03099999949,,,0.1333318502,,,0.0700000003,0.04859812558,,,,0.02932033315,0.05199999362,,,0.02548393607
1901,Australia,AUS,193,3795,3838.735178,16.28998883,22.8507,504.56,0.1312649,2.458333,-19.51291179,81,98,93.5,251,2.88,3.2178083,0.467679,,,0.4150841149,1,1,0,182.96,10.252,10.252,172.708,0.6113822416,PEG,GBR,-0.03200000152,0.1317505985,0.001936826389,0.02879999951,,,0.09589055926,0.03586003557,0.03272227943,-0.07900000364,0.05103148893,,,,0.03217808157,0.04700000212,0.07063257694,0.09696789086,0.01536841318
1902,Australia,AUS,193,3850,3822.597403,16.22045481,23.0631,534.66,0.1554054,2.625,-19.5222,77,85,93.7,257.1,2.88,3.347825,0.464439,22,7.8,0.4152713811,1,1,0,182.406,10.522,10.522,171.884,0.5960976855,PEG,GBR,0.1560000032,0.007723178715,0.004963635001,0.02879999951,,,-0.02499910071,0.03272227943,0.03356128186,0.09800000489,0.05282331631,,,,0.03347824886,0.05800000206,0.03140477836,0.03871873394,0.01688181795
1903,Australia,AUS,193,3896,4076.232033,17.30961869,23.5522,515.4,0.1588785,2.666667,-24.6527,71,94,93,256.2,3.13,3.62,0.497428,24,8.6,0.4155164907,1,1,0,184.358,11.568,11.568,172.79,0.5808131295,PEG,GBR,0.2189999968,0.00813194178,-0.01485757343,0.03130000085,,,-0.02564175613,0.03377369791,0.03466250375,0.1589999944,0.05176876485,,,,0.03620000184,0.05999999866,0.03810917214,0.05352698267,0.008221213706
1904,Australia,AUS,193,3946,4294.728839,18.24928949,24.6377,539.48,0.1160714,2.541667,3.5857,67,113,90.2,257.6,3.25,3.963792,0.478772,24,8.6,0.4146392389,1,1,0,182.28,11.85,11.85,170.43,0.5578862954,PEG,GBR,0.07500000298,-0.00437546894,0.01384330727,0.03249999881,,,-0.03947397694,0.035098508,0.03654092178,0.02199999988,0.05185909569,,,,0.03963791952,0.05299999565,0.01612858661,0.01245304756,0.02317165211
1905,Australia,AUS,193,4004,4281.968032,18.19433029,24.9941,534.66,0.1058559,2.541667,29.8327,70,110,92.1,270.8,3.25,3.7524333,0.491269,22,9,0.4148814572,1,1,0,178.254,12.124,12.124,166.13,0.5502440174,PEG,GBR,0.1459999979,0.02329670638,0.08857621253,0.03249999881,,,-0.01369813923,0.03699484468,0.03750864416,0.09499999881,0.04657534137,,,,0.03752433136,0.05099999905,0.05557820573,0.05304768682,0.06053810567
1906,Australia,AUS,193,4062,4507.385524,19.16598471,24.2845,576.82,0.1106472,2.583333,38.8158,81,135,100.5,292.8,3.25,3.4622833,0.47075,24,10,0.4149464724,1,1,0,181.94,12.032,12.032,169.908,0.5808131295,PEG,GBR,0.1019999981,0.09398446232,0.07954419404,0.03249999881,,,0.0555553548,0.03842910752,0.0364065282,0.05800000206,0.04158790037,,,,0.03462283313,0.04399999976,0.08303159475,0.09603235126,0.05602209643
1907,Australia,AUS,193,4127,4616.428398,19.63703468,27.1731,647.86,0.133829,2.583333,41.7319,94,143,112.7,313.2,3.19,3.5348667,0.412483,26,12,0.4119695344,1,1,0,194.662,11.838,11.838,182.824,0.6266667976,PEG,GBR,0.08799999952,0.1164444983,-0.032572411,0.03189999983,,,0.07894795388,0.03749654442,0.03475287557,0.04600000009,0.04015296325,,,,0.03534866869,0.04199999943,0.07562674582,0.1104383841,-0.0003362055868
1908,Australia,AUS,193,4197,4693.114129,19.96881418,25.6892,645.46,0.141791,2.666667,25.9683,91,127,111.9,324.2,3.19,3.5890917,0.423596,30,13,0.4148029921,1,1,0,206.832,12.012,12.012,194.82,0.6572359097,PEG,GBR,0.172999993,0.08454342186,0.05170672014,0.03189999983,,,0.04878029227,0.03576313332,0.03409973904,0.126000002,0.04174067453,,,,0.03589091823,0.04699999839,0.08443387598,0.1032032818,0.04180335999
1909,Australia,AUS,193,4278,4980.59841,21.21566947,25.2685,690,0.1308901,2.708333,13.2355,93,128,113.2,337.6,3.13,3.71705,0.406307,28,15,0.4135551535,1,1,0,203.224,13.536,13.536,189.688,0.6648781877,PEG,GBR,0.1350000054,0.04726845026,0.02540750057,0.03130000085,,,0.01162748225,0.03564096615,0.0352313146,0.09000000358,0.0412844047,,,,0.03717049956,0.04500000179,0.05545161664,0.06680738926,0.02835375071
1910,Australia,AUS,193,4375,5209.828571,22.21424682,25.438,750.22,0.130016,2.75,24.1821,109,147,130.2,368,3.13,3.771925,0.387713,32,26,0.4139599673,1,1,0,207.768,13.564,13.564,194.204,0.6725204657,PEG,GBR,0.06700000167,0.04939131066,0.0339974612,0.03130000085,,,0.01149383839,0.03789747134,0.03746683523,0.02500000037,0.04097560793,,,,0.03771924973,0.04199999943,0.04726479575,0.05336228013,0.03264873102
1911,Australia,AUS,193,4500,5103.777778,21.74906727,27.6266,823.68,0.1432749,2.958333,16.0617,122,156,147.2,410.7,3.25,3.7424667,0.258879,38,30,0.4146558862,1,1,0,231.588,14.23,14.23,217.358,0.7183741339,PEG,GBR,0.1070000008,0.1084733233,0.02622406557,0.03249999881,,,0.06818235666,0.04029096663,0.03771918267,0.06199999899,0.04237288609,,,,0.03742466867,0.04500000551,0.09051568061,0.1081559882,0.02936203219
1912,Australia,AUS,193,4661,5098.476722,21.72568683,27.3037,883.88,0.1689373,3.208333,-36.0315,142,155,150.9,435.2,3.38,4.2347333,0.373647,42,34,0.4141647358,1,1,0,256.664,17.89,17.89,238.774,0.764227802,PEG,GBR,0.08600000292,0.1036645398,0.004786519334,0.03379999846,,,0.06383026391,0.03983427584,0.03744420409,0.03599999845,0.0482625477,,,,0.04234733433,0.05000000075,0.07682340592,0.1000152454,0.01929325983
1913,Australia,AUS,193,4821,5156.813939,21.98287161,28.0439,965.78,0.1832918,3.166667,-42.0521,145,154,143.4,440,3.3,4.549142,0.370718,44,36,0.4138494397,1,1,0,247.38,21.03,21.03,226.35,0.8177237481,PEG,GBR,0.0889999941,0.1086040288,0.04671227559,0.03299999982,,,0.07000005245,0.03860398009,0.03607848287,0.03799999878,0.04913294688,,,,0.04549141973,0.05099999905,0.08623316139,0.1046869531,0.03985613585
1914,Australia,AUS,193,4933,5026.758565,21.41556713,26.9714,1040.44,0.1724537,3.333333,-22.4794,,,159.3,478.7,3.3,4.3560916,0.381482,44,64,0.4096698417,0,0,0,252.826,22.17,22.17,230.656,0.8330083042,FLOAT,HYBRID,0.1139999926,0.05430485308,0.03467461839,0.03299999982,,,0.01869090274,0.03561395034,0.03496050835,0.05900000036,0.05193578824,,,,0.0435609147,0.0549999997,0.05620282516,0.06555818766,0.03383731097
1915,Australia,AUS,193,4971,4896.600282,20.85676462,25.2199,1009.12,0.1527446,3.708333,-82.6498,116,116,164,507.2,3.39286,4.75,0.443556,44,128,0.4272693557,0,0,0,256.814,22.708,22.708,234.106,0.8559351382,FLOAT,HYBRID,-0.03500000015,0.06157164276,0.01529947668,0.03473008052,,,0.02752314508,0.03404849768,0.03313647583,-0.08300000429,0.05234460533,,,,0.0474999994,0.04800000414,0.03758929297,0.0432931222,0.0250147786
1916,Australia,AUS,193,4955,4878.304743,20.77903227,25.0483,1166.88,0.124871,3.791667,-139.2182,140,128,207.5,557.1,3.5,5.16,0.460578,62,162,0.4259171288,0,0,0,289.09,22.414,22.414,266.676,0.8865042503,FLOAT,HYBRID,-0.03400000185,0.06914649904,0.03868512809,0.03524843976,,,0.03571416065,0.03343233839,0.0322795026,-0.08399999887,0.05458515137,,,,0.05160000175,0.04999999702,0.04581012949,0.05044215918,0.03696678579
1917,Australia,AUS,193,4950,4791.111111,20.40808295,21.6011,1230.7,0.1164384,4.041667,-30.2684,138,173,245,613.9,3.607142857,5.18,0.512035,68,174,0.4245090663,0,0,0,276.202,28.268,28.268,247.934,0.9170733624,FLOAT,HYBRID,0.1550000012,0.06761912256,0.05200748891,0.03680352122,,,0.03448264301,0.03313647956,0.03203193471,0.09499999881,0.05479452014,,,,0.05180000141,0.05999999866,0.06929376721,0.0838131234,0.04440550506
1918,Australia,AUS,193,5032,4601.550079,19.58723739,21.3702,1278.86,0.1007533,4.333333,-58.8986,111,150,261.2,658.6,3.642857143,5.07,0.61629,74,214,0.4244381209,0,0,0,320.696,39.91,39.91,280.786,0.9858538645,FLOAT,HYBRID,0.07500000298,0.1086893231,0.01283066254,0.03732188046,,,0.07500056922,0.03368875757,0.03133836389,0.01899999939,0.05495584011,,,,0.05070000142,0.05600000173,0.07143076509,0.1025338918,0.02507627197
1919,Australia,AUS,193,5193,4715.578664,20.08814549,22.6671,1378.82,0.1213974,4.875,-135.103704,173,214,277.4,727.8,3.642857143,5.6,0.606288,90,194,0.4573750556,0,0,0,382.842,27.942,27.942,354.9,1.115772591,FLOAT,HYBRID,0.1870000064,0.1656872481,0.0403270945,0.03732188046,,,0.1317801625,0.03390708193,0.02995907143,0.126000002,0.05417406932,,,,0.05600000173,0.06100000069,0.1199051291,0.169525221,0.03882448748
1920,Australia,AUS,193,5358,4765.584173,20.3079823,22.7858,1508.86,0.1644054,4.958333,46.4956,180,288,307.8,777.5,3.785714286,6.28,0.612051,106,186,0.5594117323,0,0,0,350.508,28.556,28.556,321.952,1.260975873,FLOAT,HYBRID,0.08100000024,0.1622585356,0.0225702282,0.03939530998,,,0.1301433146,0.0321152173,0.02841694094,0.02500000037,0.05463414639,,,,0.06279999763,0.05600000173,0.1052246392,0.1500243843,0.03098277003
1921,Australia,AUS,193,5461,4910.822194,20.93874796,24.1007,1664.2,0.1758321,4.5,-288.443,298,254,301.1,814.9,3.875,7.05,0.59081,132,156,0.5297549951,0,0,0,412.77,26.804,26.804,385.966,1.322114097,FLOAT,HYBRID,0.199000001,0.07850172371,0.09520445019,0.04084672034,,,0.0484781675,0.03002355434,0.02863536403,0.126000002,0.06483126432,,,,0.07050000131,0.07300000638,0.08853958547,0.1002613008,0.06802558899
1922,Australia,AUS,193,5574,5063.688554,21.6040276,23.9901,1659.4,0.1872279,4.416667,-10.2156,188,248,296.9,838.3,3.916666667,6.17,0.633672,128,142,0.4526623618,0,0,0,396.984,33.474,33.474,363.51,1.352683209,FLOAT,HYBRID,0.2129999995,0.05319405347,0.06473860145,0.04084672034,,,0.02312212996,0.03007192165,0.02939230949,0.1480000019,0.05662021041,,,,0.06170000136,0.06500000507,0.07016581297,0.08034338057,0.05279266089
1923,Australia,AUS,193,5697,5192.030893,22.16363982,26.3609,1818.34,0.1807947,4.416667,-136.2052,240,232,302,891.3,3.958333333,5.6,0.592318,128,150,0.4356875302,0,0,0,439.116,36.416,36.416,402.7,1.367967766,FLOAT,HYBRID,0.1620000005,0.04191267118,0.04092918709,0.04146875069,,,0.0113034863,0.03060918488,0.03026706167,0.1019999981,0.05444646254,,,,0.05600000173,0.06000000238,0.05447844043,0.06205991283,0.04119896889
1924,Australia,AUS,193,5819,5417.425675,23.14642778,29.2334,1889.4,0.1848311,4.458333,-170.2578,256,234,306.8,895.5,4,5.97,0.588273,130,150,0.4423204623,0,0,0,461.674,44.028,44.028,417.646,1.367967766,FLOAT,HYBRID,0.1369999945,0.0316554606,0.0361213237,0.04146875069,,,0,0.0316554606,0.0316554606,0.07599999756,0.05669145286,,,,0.05970000103,0.06100000441,0.0459661819,0.05002820492,0.03879503906
1925,Australia,AUS,193,5943,5553.087666,23.73842848,29.7612,2073.6,0.1753775,4.5,-39.6186,266,322,303.9,922.7,4.041666667,5.33,0.55302,136,164,0.4144714195,1,1,0,464.144,49.522,49.522,414.622,1.367967766,PEG,HYBRID,0.1770000011,0.03267361596,0.08992226422,0.04209078103,,,0,0.03267361596,0.03267361596,0.1139999926,0.05655296147,,,,0.05330000073,0.06300000101,0.06225660071,0.06020968407,0.06600652635
1926,Australia,AUS,193,6064,5572.559367,23.82334703,29.5945,1997.8,0.1838457,4.5,-151.1568,274,288,315.9,969.2,4.041666667,5.12,0.604521,140,164,0.4125745185,1,1,0,500.3,51.306,51.306,448.994,1.383252322,PEG,HYBRID,0.1410000026,0.04439881444,0.04186882079,0.04209078103,,,0.01116983593,0.03322897851,0.03286191449,0.08199999481,0.0545286499,,,,0.05119999871,0.05900000036,0.05630352348,0.06404548883,0.04197980091
1927,Australia,AUS,193,6188,5543.794441,23.69784167,30.356,2082,0.1862348,4.583333,-251.9302,298,266,311.1,997.1,4.041666667,5.08,0.597108,152,178,0.4143383441,1,1,0,555.236,56.358,56.358,498.878,1.3908946,PEG,HYBRID,0.123999998,0.03865975142,0.05811540037,0.04209078103,,,0.005523224361,0.03313652799,0.03295451403,0.06499999762,0.05539906025,,,,0.05079999939,0.05900000036,0.05293478817,0.05446059257,0.0501030907
1928,Australia,AUS,193,6304,5451.77665,23.29713543,29.2924,2094.2,0.186314,4.625,-184.1698,268,276,301.2,1032.4,4.041666667,5.07,0.623232,148,170,0.4151414263,1,1,0,539.32,65.154,65.154,474.166,1.444390546,PEG,HYBRID,0.1770000011,0.07240772247,0.04486045241,0.04209078103,,,0.03846457973,0.03394314647,0.03268589824,0.1150000021,0.05560538173,,,,0.05070000142,0.06199999899,0.07739593834,0.09458127618,0.04347561672
1929,Australia,AUS,193,6396,5262.976861,22.4786178,28.0923,2061.6,0.1787383,4.625,-181.1944,260,278,302.3,1079.7,4.5,5.23,0.638435,150,168,0.4365832222,1,1,0,597.618,72.432,72.432,525.186,1.482601936,PEG,HYBRID,-0.0530000031,0.05945730954,-0.01681390591,0.04343852028,,,0.02645407431,0.0330032371,0.03215266764,-0.1010000035,0.05339265987,,,,0.0522999987,0.04800000042,0.03103759512,0.03996652365,0.01331230719
1930,Australia,AUS,193,6469,4708.301128,20.0824775,29.4631,1885.8,0.1526181,4.25,-318.3928,238,196,247.8,1026.7,5.22,5.84,0.702682,154,164,0.5307128195,0,0,0,632.534,77.214,77.214,555.32,1.215122205,FLOAT,HYBRID,-0.2960000038,-0.1484470516,-0.04433067143,0.04343852028,,,-0.1804127842,0.03196573257,0.03900223598,-0.3390000165,0.06505294889,,,,0.05840000138,0.04299999774,-0.1049800292,-0.1704565436,-0.0004460755736
1931,Australia,AUS,193,6527,4353.608089,18.55606913,23.6234,1549.8,0.1367521,4.083333,-60.6884,124,180,241.8,996,5.88,6.94,0.898135,140,148,0.5523449889,0,0,0,583.194,74.712,74.712,508.482,1.046992089,FLOAT,HYBRID,0.1770000011,-0.09959079325,0.03795658424,0.04281648993,,,-0.1383649409,0.03877415136,0.04500066489,0.1130000055,0.05750224739,,,,0.06939999759,0.06400000304,-0.01401844528,-0.05315827951,0.04038653523
1932,Australia,AUS,193,6579,4563.76349,19.45889803,23.2408,1457,0.0983471,3.916667,48.65449076,102,192,254.8,1060.5,4.17,5.25,0.98157,144,142,0.7169864075,0,0,0,554.588,72.67,72.67,481.918,1.001138421,FLOAT,HYBRID,0.2479999959,-0.001173924655,0.3344488144,0.03286398947,,,-0.04379220307,0.04261827841,0.04457010329,0.199000001,0.04086738452,,,,0.05249999836,0.04899999499,0.1030769572,0.04415396601,0.1836563945
1933,Australia,AUS,193,6631,4842.406877,20.6563609,25.0851,1522.2,0.1052215,3.916667,6.014096869,130,196,251.2,1063.6,3.35,4.32,0.952927,148,146,0.593316383,0,0,0,552.526,70.346,70.346,482.18,0.9629270305,FLOAT,HYBRID,0.2560000122,0.003909118474,0.05805879086,0.02768038958,,,-0.03816948831,0.04207860678,0.04374846444,0.2110000104,0.03715937212,,,,0.04320000112,0.04500000179,0.05431029201,0.06232881919,0.04286959022
